COMPANYID,CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,STAGECODE,FLAGCODE,PROCESSCODE,PROCESSSERNO,SHOPCODE,WORKCODE,SECTCODE,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,VOL1,MH1,VOL2,MH2,VOL3,MH3,KLOFFSET,DESCUPDOWN,LINEPOSITION,NETWORKID,ACTIVITYDESC,RESOURCEFLAG,DISTRIBCODE,PROCESSRATIO,ACTUALIFDATE,OPERATIONSTARTDATE,OPERATIONFINISHDATE,OPERATIONIFDATE,CALENDAR_CASENO,CGCODE,CCCODE,CREATEDATE,CREATEUSER,UPDATEDATE,UPDATEUSER,PLANVOLMH,ACTUALVOLMH,MH4,ACTUALIFINDC
D,2020-36-04,5466,P571BP00,571,B,B,P,B,P00,NO1,PBPT,6200,2020-01-16,2020-01-22,5,2020-01-10,2020-02-28,,561.4,14.9,805.3,13.5,3,0,,,,,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,12.9,Y
D,2020-36-04,5466,W571GA00,571,B,A,W,G,A00,BOS,WBHD,2204,2019-12-16,2020-01-07,14,2019-12-28,2019-12-29,,0,9.3,0,0,0,0,,,,,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,8.9,Y
D,2020-36-04,5466,S634A000,634,B,B,S,A,000,PBS,SBBK,####,2019-10-25,2019-11-14,15,2019-10-29,2019-11-14,,2641,497.5,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,496.8,Y
D,2020-36-04,5466,C621CC00,621,B,J,C,C,C00,CTS,CCBK,2100,2019-10-22,2019-11-14,18,2019-10-16,2019-11-12,,105.7,79.4,0,0,0,0,,,,,,,,100,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,70.8,Y
D,2020-36-04,5466,S426A000,426,B,B,S,A,000,NPS,SBBK,####,2019-12-09,2019-12-19,9,2019-12-06,2019-12-17,,624.1,132.9,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2500,2020-04-20,1007589,2020-05-07,1005840,,,125.1,Y
D,2020-36-04,5466,W225GC00,225,B,C,W,G,C00,PBS,WBHD,2204,2019-10-29,2019-11-14,13,2019-11-02,2019-11-16,,0,9.3,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,8.9,Y
D,2020-36-04,5466,S835A000,835,B,B,S,A,000,NPS,SBBK,####,2019-12-23,2020-01-17,17,2019-12-17,2020-01-23,,1264.2,585.4,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2500,2020-04-20,1007589,2020-05-07,1005840,,,634.3,Y
D,2020-36-04,5466,S626A000,626,B,B,S,A,000,PBS,SBBK,####,2019-11-05,2019-11-25,15,2019-11-05,2019-11-24,,3368.9,767.8,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,789.4,Y
D,2020-36-04,5466,Z241ZBR0,241,B,B,Z,Z,BR0,NTA,ESCF,2901,2020-01-29,2020-01-29,1,2020-01-14,2020-01-14,,222.4,22.6,0,20.9,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,19.3,Y
D,2020-36-04,5466,Z832ZBI0,832,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-16,2020-01-16,1,2020-01-18,2020-01-18,,109.6,21.6,0,20,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,18.5,Y
D,2020-36-04,5466,S294A000,294,B,B,S,A,000,OFD,SBBK,####,2019-11-22,2019-12-17,18,2019-11-22,2019-12-18,,2164.4,1154.5,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,4700,2020-04-20,1007589,2020-05-07,1005840,,,1204.4,Y
D,2020-36-04,5466,W293GA00,293,B,A,W,G,A00,GOS,WBHD,2204,2019-12-19,2020-01-07,11,2019-12-28,2019-12-28,,0,8.3,0,0,0,0,,,,,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,8,Y
D,2020-36-04,5466,S293A000,293,B,B,S,A,000,GBS,SBBK,####,2019-12-03,2019-12-26,17,2019-11-27,2019-12-27,,1892.6,934.9,0,0,0,0,0,,0,,,,,100,,,,,,SA101,2630,2020-04-20,1007589,2020-05-07,1005840,,,978.1,Y
D,2020-36-04,5466,P293BP00,293,B,B,P,B,P00,NO1,PBPT,6200,2020-01-15,2020-01-23,7,2020-01-14,2020-01-21,,4205.2,104,0,92.8,5,0,0,,0,,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,90.3,Y
D,2020-36-04,5466,C627CC00,627,B,J,C,C,C00,CTS,CCBK,2100,2019-10-31,2019-11-19,14,2019-10-29,2019-12-26,,268.1,180,0,0,0,0,,,,,,,,100,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,154,Y
D,2020-36-04,5466,Z627ZBR0,627,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-24,2019-12-24,1,2020-01-19,2020-01-19,,312.8,26.8,0,24.4,0,0,,,,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,22.9,Y
D,2020-36-04,5466,C183CP00,183,B,J,C,C,P00,CTS,CPBK,2100,2019-10-07,2019-10-31,19,,,,0,5.2,0,0,0,0,,,,,,,,,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,8.3,Y
D,2020-36-04,5466,W524GA00,524,B,A,W,G,A00,BOS,WBHD,2204,2019-11-27,2019-12-02,4,2019-11-28,2019-11-29,,0,17.3,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,16.6,Y
D,2020-36-04,5466,P223BC00,223,B,B,P,B,C00,TEX,PBBT,6200,2019-11-29,2019-11-29,1,2019-12-05,2019-12-06,,1610.7,52.4,1504.8,54.9,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,52.7,Y
D,2020-36-04,5466,C225CP00,225,B,J,C,C,P00,CTS,CPBK,2100,2019-10-11,2019-11-07,20,2019-10-07,2019-11-07,,0,11.3,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,17.2,Y
D,2020-36-04,5466,Z263ZBI0,263,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-25,2019-11-25,1,2019-11-26,2019-11-26,,137.5,32.9,0,30.1,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,28.2,Y
D,2020-36-04,5466,P239BC00,239,B,B,P,B,C00,NTA,PBBT,6200,2020-01-13,2020-01-13,1,2020-01-10,2020-01-13,,3963.6,129.6,3713.7,0,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,130.5,Y
D,2020-36-04,5466,P836BP00,836,B,B,P,B,P00,NO1,PBPT,6200,2020-01-31,2020-02-07,6,2020-01-31,2020-02-07,,2149.7,67.9,3262.7,61.6,2,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,59,Y
D,2020-36-04,5466,W102GB00,102,B,B,W,G,B00,POS,WBER,3103,2019-10-07,2019-10-18,10,2019-09-30,2019-12-02,,0,325.4,0,0,0,0,0,,0,0,,,,100,,,,,,WG101,3100,2020-04-20,1007589,2020-05-07,1005840,,,315.3,Y
D,2020-36-04,5466,S542A000,542,B,B,S,A,000,PBS,SBBK,####,2019-11-20,2019-12-06,13,2019-11-19,2019-12-05,,2651.6,514.9,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,530.6,Y
D,2020-36-04,5466,Z635ZBR0,635,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-13,2019-12-13,1,2019-12-18,2019-12-18,,365.3,31.4,0,28.5,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,26.8,Y
D,2020-36-04,5466,S113A000,113,B,B,S,A,000,PSH,SBBK,####,2019-10-28,2019-12-10,32,2019-11-06,2019-12-16,,1131.7,875.9,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,3136,2020-04-20,1007589,2020-05-07,1005840,,,715.5,Y
D,2020-36-04,5466,C283CP00,283,B,J,C,C,P00,CTS,CPBK,2100,2019-11-21,2019-12-12,16,2019-11-19,2019-11-20,,0,7.3,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,1,Y
D,2020-36-04,5466,S905A000,905,B,B,S,A,000,SHD,SBBK,####,2019-08-28,2019-09-19,15,,,,1522,554.2,0,0,0,0,,,,,,,,,,,,,,SA201,3136,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,C633CP00,633,B,J,C,C,P00,CTS,CPBK,2100,2019-10-16,2019-11-04,14,2019-10-15,2019-10-16,,0,0,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,C154CP00,154,B,J,C,C,P00,CTS,CPBK,2100,2019-10-01,2019-11-07,27,,,,0,0,0,0,0,0,,,,,,,,,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,C152CP00,152,B,J,C,C,P00,CTS,CPBK,2100,2019-08-23,2019-10-02,27,,,,0,0,0,0,0,0,,,,,,,,,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,W836GA00,836,B,A,W,G,A00,GOS,WBHD,2204,2020-01-07,2020-01-20,10,2020-01-11,2020-01-20,,0,125.3,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,120.1,Y
D,2020-36-04,5466,W144GC00,144,B,C,W,G,C00,OFD,WBER,4600,2019-10-18,2019-11-05,13,2019-10-31,2019-11-06,,0,83.6,0,0,0,0,0,,0,,,,,100,,,,,,WG101,4600,2020-04-20,1007589,2020-05-07,1005840,,,81,Y
D,2020-36-04,5466,Z242ZBI0,242,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-07,2020-01-07,1,2020-01-07,2020-01-07,,229.2,54.9,0,50.2,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,47.1,Y
D,2020-36-04,5466,P652BC00,652,B,B,P,B,C00,NO1,PBBT,6200,2020-01-20,2020-01-20,1,2020-01-18,2020-01-20,,2963.5,94.6,2780.3,0,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,95.2,Y
D,2020-36-04,5466,P261BP00,261,B,B,P,B,P00,NO1,PBPT,6200,2019-11-20,2019-11-29,8,2019-11-25,2019-12-02,,5843.7,230.1,6054.4,206.6,5,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,199.8,Y
D,2020-36-04,5466,S223A000,223,B,B,S,A,000,PBS,SBBK,####,2019-10-29,2019-11-18,15,2019-11-01,2019-11-19,,1228.8,320.1,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,320.9,Y
D,2020-36-04,5466,W651GA00,651,B,A,W,G,A00,BOS,WBHD,2204,2019-12-16,2020-01-07,14,2020-01-02,2020-01-03,,0,16,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,15.3,Y
D,2020-36-04,5466,Z125ZBI0,125,B,B,Z,Z,BI0,PSA,ESCF,9999,2019-12-11,2019-12-11,1,2019-12-20,2019-12-20,,83,16.6,0,15.1,0,0,0,,0,,,,,100,,,,,,ZZ101,3136,2020-04-20,1007589,2020-05-07,1005840,,,14.2,Y
D,2020-36-04,5466,W222GC00,222,B,C,W,G,C00,PBS,WBHD,2204,2019-10-30,2019-11-07,7,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,P537BP00,537,B,B,P,B,P00,NO1,PBPT,6200,2020-01-13,2020-01-20,6,2020-01-15,2020-01-20,,3982.7,97.1,4200.9,90,2,0,0,,0,,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,84.3,Y
D,2020-36-04,5466,Z627ZBI0,627,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-05,2019-12-06,2,2019-12-09,2019-12-10,,312.9,62.4,0,57.1,0,0,,,,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,53.5,Y
D,2020-36-04,5466,Z834ZBI0,834,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-20,2020-01-20,1,2020-01-20,2020-01-20,,137.2,26.9,0,23.6,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,23.1,Y
D,2020-36-04,5466,U132GB00,132,B,B,U,G,B00,SSC,WBER,3123,2019-09-16,2019-09-24,7,2019-11-04,2019-11-04,,0,87.8,0,0,0,0,0,,0,0,,,,100,,,,,,WG101,,2020-04-20,1007589,2020-05-07,1005840,,,85.1,Y
D,2020-36-04,5466,U142GB00,142,B,B,U,G,B00,OOS,WBER,3103,2019-10-21,2019-10-30,8,,,,0,0,0,0,0,0,,,,,,,,,,,,,,WG101,3100,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,S625A000,625,B,B,S,A,000,PBS,SBBK,####,2019-10-31,2019-11-20,15,2019-10-26,2020-01-28,,3060.1,585.8,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,588.3,Y
D,2020-36-04,5466,Z192ZBR0,192,B,B,Z,Z,BR0,NTA,ESCF,2901,2019-12-13,2019-12-13,1,2019-12-13,2019-12-13,,163.6,14.1,0,12.1,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,12,Y
D,2020-36-04,5466,W105GB00,105,B,B,W,G,B00,POS,WBER,3103,2019-12-26,2019-12-31,4,2019-12-26,2020-01-03,,0,110.7,0,0,0,0,0,,0,0,,,,100,,,,,,WG101,3100,2020-04-20,1007589,2020-05-07,1005840,,,107.3,Y
D,2020-36-04,5466,C231CC00,231,B,J,C,C,C00,CTS,CCBK,2100,2019-10-11,2019-10-30,14,,,,176.9,6.3,0,0,0,0,,,,,,,,,,,,,,SC002,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,Z661ZBR0,661,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-18,2019-12-18,1,2019-12-21,2019-12-21,,205.7,21.2,0,19.2,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,18.1,Y
D,2020-36-04,5466,Z235ZBR0,235,B,B,Z,Z,BR0,TEX,ESCF,2901,2019-12-16,2019-12-16,1,2019-12-20,2019-12-20,,224.1,23.1,0,20.9,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,19.7,Y
D,2020-36-04,5466,P731BP00,731,B,B,P,B,P00,TEX,PBPT,6200,2019-11-22,2019-11-27,4,2019-11-26,2019-11-29,,538.8,14.4,572.7,12.9,2,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,12.5,Y
D,2020-36-04,5466,W633GA00,633,B,A,W,G,A00,BOS,WBHD,2204,2019-11-11,2019-11-22,10,2019-11-21,2019-11-23,,0,44.6,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,42.7,Y
D,2020-36-04,5466,W153GS00,153,B,S,W,G,S00,OFD,WBER,4600,2019-10-25,2019-10-31,5,2019-11-06,2019-11-12,,0,90.7,0,0,0,0,0,,0,,,,,100,,,,,,WG101,4600,2020-04-20,1007589,2020-05-07,1005840,,,87.9,Y
D,2020-36-04,5466,W552GA00,552,B,A,W,G,A00,BOS,WBHD,2204,2019-12-02,2020-01-06,23,2020-02-12,2020-02-12,,0,18.5,0,0,0,0,0,,0,0,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,17.7,Y
D,2020-36-04,5466,Z143ZBR0,143,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-19,2019-12-19,1,2019-12-27,2019-12-27,,247.2,22.5,0,19.4,0,0,0,,0,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,19.2,Y
D,2020-36-04,5466,Z134ZBR0,134,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-17,2019-12-18,2,2019-12-18,2019-12-18,,284.6,24.5,0,22.3,0,0,0,,0,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,20.9,Y
D,2020-36-04,5466,W923GB00,923,B,B,W,G,B00,SHD,WBAD,9999,2019-08-30,2019-09-24,16,,,,103,308.4,0,0,0,0,0,,0,0,,,,,,,,,,WG701,3136,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,S225A000,225,B,B,S,A,000,PBS,SBBK,####,2019-10-23,2019-11-20,21,2019-10-30,2019-11-19,,3153.8,895.7,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,953.9,Y
D,2020-36-04,5466,S237A000,237,B,B,S,A,000,PBS,SBBK,####,2019-10-31,2019-11-28,21,2019-11-07,2019-12-02,,3041.4,822.9,0,0,0,0,0,,0,,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,879.7,Y
D,2020-36-04,5466,C751CP00,751,B,J,C,C,P00,CTS,CPBK,2100,2019-12-03,2019-12-23,15,2019-12-17,2019-12-17,9,0,0,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,P142BC00,142,B,B,P,B,C00,NO1,PBBT,6200,2019-11-12,2019-11-12,1,2019-11-14,2019-11-15,,869,81.4,1270.4,85.6,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,81.9,Y
D,2020-36-04,5466,S206A000,206,B,B,S,A,000,PBS,SBBK,####,2019-11-21,2019-12-11,15,2019-11-16,2019-12-11,,3622.9,760.5,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,792.8,Y
D,2020-36-04,5466,S532A000,532,B,B,S,A,000,PBS,SBBK,####,2019-11-29,2019-12-17,13,2019-11-22,2019-12-18,,2491.2,406.2,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,432.4,Y
D,2020-36-04,5466,P523BP00,523,B,B,P,B,P00,TEX,PBPT,6200,2019-12-09,2019-12-16,6,2019-12-17,2019-12-23,,4660.3,120,4770.7,107.7,2,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,104.2,Y
D,2020-36-04,5466,P206BP00,206,B,B,P,B,P00,TEX,PBPT,6200,2020-01-03,2020-01-10,6,2019-12-31,2020-01-10,,8727.4,178,8791,159.8,5,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,154.6,Y
D,2020-36-04,5466,Z633ZBI0,633,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-26,2019-11-27,2,2019-11-27,2019-11-27,,321.2,76.8,0,70.3,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,65.9,Y
D,2020-36-04,5466,S207A000,207,B,B,S,A,000,PBS,SBBK,####,2019-11-27,2019-12-16,14,2019-11-26,2019-12-15,,3001.7,509.5,0,0,0,0,0,,0,,,,,100,,,,,,SA101,2200,2020-04-20,1007589,2020-05-07,1005840,,,524.2,Y
D,2020-36-04,5466,P544BC00,544,B,B,P,B,C00,NO1,PBBT,6200,2020-01-10,2020-01-10,1,2020-01-04,2020-01-06,,1903.3,72.1,1797.9,75.6,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,72.6,Y
D,2020-36-04,5466,W823GS00,823,B,S,W,G,S00,NPS,WBHD,2204,2019-12-10,2019-12-16,5,2020-01-31,2020-01-31,,0,12.3,0,0,0,0,,,,,,,,100,,,,,,WG201,2204,2020-04-20,1007589,2020-05-07,1005840,,,11.8,Y
D,2020-36-04,5466,C171CP00,171,B,J,C,C,P00,CTS,CPBK,2100,2019-09-18,2019-10-16,20,2019-09-27,2019-09-27,,0,0,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,C621CP00,621,B,J,C,C,P00,CTS,CPBK,2100,2019-10-21,2019-11-13,18,2019-10-18,2019-11-05,,0,5.6,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,8,Y
D,2020-36-04,5466,Z823ZBR0,823,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-02-07,2020-02-07,1,2020-02-06,2020-02-06,,175.8,14.9,0,13.1,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,12.7,Y
D,2020-36-04,5466,P551BC00,551,B,B,P,B,C00,NTA,PBBT,6200,2020-01-06,2020-01-06,1,2020-01-06,2020-01-07,,2470.5,89.4,2332.5,0,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,90,Y
D,2020-36-04,5466,C144CP00,144,B,J,C,C,P00,CTS,CPBK,2100,2019-10-01,2019-10-29,20,2019-09-19,2019-10-01,,0,7.8,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,12.1,Y
D,2020-36-04,5466,C906CC00,906,B,J,C,C,C00,SHD,CCBK,9999,2019-08-27,2019-09-17,14,2019-10-19,,,36,34.2,0,0,0,0,,,,,,,,,,,,,,SC002,3136,2020-04-20,1007589,2020-05-14,1003361,,,0,Y
D,2020-36-04,5466,S144A000,144,B,B,S,A,000,OFD,SBBK,####,2019-10-14,2019-11-11,21,2019-10-14,2019-11-18,,1931.6,934.3,0,0,0,0,0,,0,,,,,100,,,,,,SA101,4700,2020-04-20,1007589,2020-05-07,1005840,,,860.1,Y
D,2020-36-04,5466,P542BC00,542,B,B,P,B,C00,NO1,PBBT,6200,2020-01-09,2020-01-09,1,2020-01-10,2020-01-13,,2392.6,88.6,2263.9,0,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,89.2,Y
D,2020-36-04,5466,S106A000,106,B,B,S,A,000,OFD,SBBK,####,2019-10-21,2019-11-14,19,2019-10-26,2019-11-23,,619.7,259.1,0,0,0,0,0,,0,,,,,100,,,,,,SA101,4700,2020-04-20,1007589,2020-05-07,1005840,,,235.9,Y
D,2020-36-04,5466,P110BP00,110,B,B,P,B,P00,NO1,PBPT,6200,2019-10-25,2019-11-04,7,2019-10-28,2019-11-04,,1229.3,55.5,1906.6,49.7,5,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,48.2,Y
D,2020-36-04,5466,P203BC00,203,B,B,P,B,C00,NO1,PBBT,6200,2019-12-30,2019-12-30,1,2019-12-30,2019-12-31,,4382.4,141,4089.9,148,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,141.9,Y
D,2020-36-04,5466,P534BC00,534,B,B,P,B,C00,NO1,PBBT,6200,2019-12-26,2019-12-26,1,2019-12-26,2019-12-27,,2261.7,81.7,2139.7,85.6,0,0,0,,0,0,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,82.2,Y
D,2020-36-04,5466,W932GB00,932,B,B,W,G,B00,SHD,WBAD,9999,2019-08-27,2019-09-19,16,,,,162,183.1,0,0,0,0,0,,0,0,,,,,,,,,,WG701,3136,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,P207BC00,207,B,B,P,B,C00,NO1,PBBT,6200,2020-01-06,2020-01-06,1,2020-01-06,2020-01-06,,4132.2,129.3,3856.7,135.6,0,0,0,,0,,,,,100,,,,,,PB101,6200,2020-04-20,1007589,2020-05-07,1005840,,,130.2,Y
D,2020-36-04,5466,P207BP00,207,B,B,P,B,P00,NO1,PBPT,6200,2020-01-07,2020-01-14,6,2020-01-06,2020-01-10,,8122.4,157.9,8200.1,141.8,5,0,0,,0,,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,137.1,Y
D,2020-36-04,5466,P222BP00,222,B,B,P,B,P00,TEX,PBPT,6200,2019-11-26,2019-12-04,7,2019-11-26,2019-12-03,,5719.3,114.4,5951.4,102.8,5,0,0,,0,0,,,,100,,,,,,PB201,6200,2020-04-20,1007589,2020-05-07,1005840,,,99.3,Y
D,2020-36-04,5466,Z134ZBI0,134,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-02,2019-12-04,3,2019-12-05,2019-12-06,,284.7,56.8,0,51.9,0,0,0,,0,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,48.7,Y
D,2020-36-04,5466,U101GB00,101,B,B,U,G,B00,OOS,WBER,3103,2019-09-18,2019-09-27,8,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,WG101,3100,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,S834A000,834,B,B,S,A,000,NPS,SBBK,####,2019-12-17,2020-01-13,17,2019-12-02,2020-01-10,,1398.1,674.7,0,0,0,0,0,,0,0,,,,100,,,,,,SA101,2500,2020-04-20,1007589,2020-05-07,1005840,,,725.9,Y
D,2020-36-04,5466,Z227ZBR0,227,B,B,Z,Z,BR0,TEX,ESCF,2901,2019-12-27,2019-12-27,1,2020-01-03,2020-01-03,,224.1,23.1,0,20.9,0,0,,,,,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,19.7,Y
D,2020-36-04,5466,C636CP00,636,B,J,C,C,P00,CTS,CPBK,2100,2019-10-24,2019-11-12,14,2019-10-25,2019-11-14,,0,0,0,0,0,0,,,,,,,,100,,,,,,SC003,2100,2020-04-20,1007589,2020-05-14,1003361,,,0.1,Y
D,2020-36-04,5466,Z251ZBR0,251,B,B,Z,Z,BR0,NTA,ESCF,2901,2020-01-29,2020-01-29,1,2020-01-13,2020-01-13,,222.4,22.6,0,20.9,0,0,0,,0,0,,,,100,,,,,,ZZ101,4370,2020-04-20,1007589,2020-05-07,1005840,,,19.3,Y
D,2020-36-04,5466,S145A000,145,B,B,S,A,000,PSA,SBBK,####,2019-10-29,2019-12-10,31,2019-11-08,2019-12-16,,788.3,308.7,0,0,0,0,0,,0,,,,,100,,,,,,SA101,3136,2020-04-20,1007589,2020-05-07,1005840,,,285.4,Y
